PHRASE,TRADITIONAL,PRIORITY,PINYIN,DEFINITION
"胃部",35020,0,"wei4 bu4",estomac
"胃酸",41440,0,"wei4 suan1","acide gastrique"
"胃鏡",41441,0,"wei4 jing4",gastroscopie
"胄",6553,0,zhou4,"postérité"
"背",815,0,bei4,"dos; tourner le dos; dissimuler; apprendre par coeur; réciter par coeur"
"背",815,1,bei1,"porter sur le dos; assumer"
"背井離鄉",61942,0,"bei4 jing3 li2 xiang1","déracinement; exil; exiler"
"背信",16496,0,"bei4 xin4","abuser de la confiance"
"背信棄義",59514,0,"bei4 xin4 qi4 yi4",perfidie
"背光",22660,0,"bei4 guang1","rétroéclairage"
"背包",29184,0,"bei1 bao1","sac à dos"
"背包客",51858,0,"bei1 bao1 ke4","routard; randonneur"
"背叛",38994,0,"bei4 pan4",trahir
"背叛者",53105,0,"bei4 pan4 zhe3","défectionnaire; déserteur"
"背地",16497,0,"bei4 di4","secrètement; en privé; dans le dos de qqn"
"背地裡",47300,0,"bei4 di4 li5","derrière le dos; en cachette; en secret"
"背對背",48813,0,"bei4 dui4 bei4","dos à dos"
"背帶",22661,0,"bei1 dai4",bretelles
"背影",22662,0,"bei4 ying3",silhouette
"背後",16498,0,"bei4 hou4","derrière; dans le dos de qqn"
"背心",16499,0,"bei4 xin1","débardeur (vêtement)"
"背斜",38995,0,"bei4 xie2",anticlinal
"背景",29185,0,"bei4 jing3","arrière-plan; fond; contexte"
"背景音樂",59515,0,"bei4 jing3 yin1 yue4","musique de fond; fond musical; bande sonore"
"背書",22663,0,"bei4 shu1",endos
"背棄",35021,0,"bei4 qi4","désertion; reniement; déserter; défection"
"背水一戰",57652,0,"bei4 shui3 yi1 zhan4","prêt à livrer bataille ayant le fleuve à dos; jouer le tout pour le tout"
"背簍",43477,0,"bei1 lou3",hotte
"背約",29186,0,"bei4 yue1","manquer à ses engagements; violer un traité"
"背脊",38996,0,"bei4 ji3",dos
"背袋",35022,0,"bei4 dai4","sac de transport"
"背誦",38997,0,"bei4 song4","réciter"
"背負",29187,0,"bei1 fu4","porter sur le dos; avoir qch sur l'épaule"
"背道而馳",59516,0,"bei4 dao4 er2 chi2","démenti; aller à l'encontre de; contredire; agir contrairement à"
"背部",22664,0,"bei4 bu4",dos
"背陰",35023,0,"bei4 yin1","être entièrement ombragé; être abrité du Soleil"
"背離",29188,0,"bei4 li2","s'écarter de; aller à l'encontre de"
"背靠背",51859,0,"bei4 kao4 bei4","dos à dos"
"背面",22665,0,"bei4 mian4","dos; envers; revers; verso"
"背黑鍋",53106,0,"bei1 hei1 guo1","encourir un blâme par la faute d'un autre; être le bouc émissaire; être un souffre-douleur"
"胍",6554,0,gua1,guanidine
"胎",1572,0,tai1,"foetus; embryon; pneu"
"胎兒",29189,0,"tai1 er2",foetus
"胎動",29190,0,"tai1 dong4","mouvement du foetus; accélération"
"胎教",29191,0,"tai1 jiao4","éducation prénatale"
"胎生",22666,0,"tai1 sheng1","viviparité"
"胎盤",38998,0,"tai1 pan2",placenta
"胎記",29192,0,"tai1 ji4","tache de naissance; tache de vin"
"胑",6555,0,zhi1,"membres (bras, jambes); pattes d'un animal; ailes; hanches"
"胔",6556,0,zi4,"viande pourrie; os d'animaux morts"
"胖",1573,0,pang4,"gros; gras; opulent"
"胖乎乎",50401,0,"pang4 hu1 hu1","joufflu; potelé; rondelet"
"胖人",22667,0,"pang4 ren2","personne en surpoids; gras"
"胖嘟嘟",55098,0,"pang4 du1 du1","grassouillet; enrobé; potelé"
"胖子",22668,0,"pang4 zi5",gros
"胚",3051,0,pei1,embryon
"胚乳",42519,0,"pei1 ru3",endosperme
"胚珠",41442,0,"pei1 zhu1","ovule (botanique)"
"胚胎",41443,0,"pei1 tai1",embryon
"胚胎學",53107,0,"pei1 tai1 xue2",embryologie
"胛",6557,0,jia3,omoplate
"胝",6558,0,zhi1,cal
"胞",1574,0,bao1,"cellule (géométrie); placenta; utérus; né des mêmes parents"
"胠",6559,0,qu1,"flanc d'un animal; côté; forcer l'ouverture; voler"
"胡亂",35024,0,"hu2 luan4","tant bien que mal; vaille que vaille; à tort et à travers; inconsidérément"
"胡作非為",58597,0,"hu2 zuo4 fei1 wei2","(expr. idiom.) devenir fou furieux; faire les quatre cents coups"
"胡來",22669,0,"hu2 lai2","faire du gâchis; cafouiller; créer des ennuis; agir à tort et à travers"
"胡吃海塞",61002,0,"hu2 chi1 hai3 sai1","se gaver de nourriture"
"胡塗",38999,0,"hu2 tu5","embrouillé; stupide; confus; paumé"
"胡安",29193,0,"hu2 an1","Huan (chien)"
"胡志強",51860,0,"Hu2 Zhi4 qiang2","Jason Hu"
"胡志明",51861,0,"Hu2 Zhi4 ming2","Hèi Minh"
"胡思亂想",59517,0,"hu2 si1 luan4 xiang3","random thinking"
"胡戈",41444,0,"hu2 ge1",Hugo
"胡扯",39000,0,"hu2 che3","bêtises; blablabla; absurdité; sottises; balivernes; inepties; idioties"
"胡搞",35025,0,"hu2 gao3","perdre son temps; avoir une liaison"
"胡桃",39001,0,"hu2 tao2",noyer
"胡椒",41445,0,"hu2 jiao1",poivre
"胡椒粉",54896,0,"hu2 jiao1 fen3","poivre moulu"
"胡琴",35026,0,"hu2 qin5","Húqín"
"胡瓜",39002,0,"hu2 gua1",concombre
"胡耀邦",54578,0,"Hu2 Yao4 bang1","Hu Yaobang"
"胡花",29194,0,"hu2 hua1","gaspiller son argent; dépenser imprudemment"
"胡蘿蔔",55099,0,"hu2 luo2 bo5",carotte
"胡蘿蔔素",62451,0,"hu2 luo2 bo5 su4","Carotène"
"胡蜂",39003,0,"hu2 feng1","guêpe; frelon"
"胡言亂語",60334,0,"hu2 yan2 luan4 yu3","dire des bêtises; parler à tort et à travers; déraisonner"
"胡話",29195,0,"hu2 hua4","délire"
"胡說",22670,0,"hu2 shuo1","dire des bêtises"
"胡說八道",57653,0,"hu2 shuo1 ba1 dao4","(expr. idiom.) dire des bêtises; déconner; raconter des conneries"
"胡謅",43885,0,"hu2 zhou1","mentir; dire un mensonge; inventer des histoires"
"胡豆",39004,0,"hu2 dou4","fève"
"胡鬧",39005,0,"hu2 nao4","faire des bêtises; mettre la pagaille"
"胤",6560,0,yin4,"succéder"
"胥",3052,0,xu1,"aider; tous"
"胩",6561,0,ka3,"carbylamine; isocyanide"
"胬肉",43478,0,"nu3 rou4","ptérygion"
"胭脂",44204,0,"yan1 zhi1","fard rouge"
"胭脂紅",55436,0,"yan1 zhi1 hong2",carmin
"胭脂釦",55578,0,"yan1 zhi1 kou4","Rouge (film, 1987)"
"胯",6562,0,kua4,hanche
"胯下物",54897,0,"kua4 xia4 wu4","pénis; entrejambes (chez les hommes); entrecuisses (chez les hommes)"
"胯骨",43886,0,"kua4 gu3","os de la hanche"
"胰",6563,0,yi2,"pancréas"
"胰島",43887,0,"yi2 dao3","Îlots de Langerhans"
"胰島素",55383,0,"yi2 dao3 su4",insuline
"胰島素泵",62728,0,"yi2 dao3 su4 beng4","Pompe à insuline"
"胰腺",44205,0,"yi2 xian4","pancréas"
"胰腺炎",55498,0,"yi2 xian4 yan2","pancréatite"
"胰腺癌",55521,0,"yi2 xian4 ai2","cancer du pancréas"
"胰臟",44206,0,"yi2 zang4","pancréas"
"胱",6564,0,guang1,vessie
"胱氨酸",55567,0,"guang1 an1 suan1",cystine
"胲",6565,0,hai3,hydroxylamine
"胳",6566,0,ge1,aisselle
"胳肢",44207,0,"ge2 zhi5","chatouillement; chatouiller"
"胳肢窩",55499,0,"ga1 zhi5 wo1",aisselle
"胳膊",44420,0,"ge1 bo5",bras
"胳臂",44208,0,"ge1 bei5",bras
"胴",6567,0,dong4,tronc
"胴體",43126,0,"dong4 ti3","carcasse; corps nu"
"胸",1575,0,xiong1,poitrine
"胸前",22671,0,"xiong1 qian2","(sur la) poitrine"
"胸口",29196,0,"xiong1 kou3","creux de d'estomac"
"胸圍",39006,0,"xiong1 wei2","tour de poitrine"
"胸大無腦",57654,0,"xiong1 da4 wu2 nao3","(qui a de) gros seins, mais pas de cerveau; bimbo"
"胸悶",39007,0,"xiong1 men1","douleur à la poitrine; détresse à la poitrine"
"胸懷",35027,0,"xiong1 huai2","large d'esprit et ouvert; desseins; prendre à coeur; chérir"
"胸推",35028,0,"xiong1 tui1","massage avec ses seins"
"胸有成竹",57655,0,"xiong1 you3 cheng2 zhu2","(expr. idiom.) Avoir une image de bambou bien claire dans son esprit avant de le dessiner; avoir un bon plan, stratagème en tête; être sûr de ce qu'on va faire"
"胸椎",41446,0,"xiong1 zhui1","Vertèbre thoracique"
"胸無大志",58598,0,"xiong1 wu2 da4 zhi4","(expr. idiom.) ne pas avoir d'aspirations; sans ambition"
"胸甲",35029,0,"xiong1 jia3",cuirasse
"胸罩",41447,0,"xiong1 zhao4",soutien-gorge
"胸肌",41448,0,"xiong1 ji1","Muscle grand pectoral"
"胸脯",43888,0,"xiong1 pu2",poitrine
"胸腔",41449,0,"xiong1 qiang1",thorax
"胸腺",41450,0,"xiong1 xian4","thymus (anatomie)"
"胸膛",41451,0,"xiong1 tang2",poitrine
"胸膜",41452,0,"xiong1 mo2","Plèvre"
"胸臆",41453,0,"xiong1 yi4","sentiments intérieurs; ce qui est profond dans le coeur de qqn"
"胸花",29197,0,"xiong1 hua1","corsage; boutonnière"
"胸襟",41454,0,"xiong1 jin1","sein; coeur; revers de veste; aspiration; vision"
"胸透",39008,0,"xiong1 tou4","radiographie pulmonaire"
"胸部",29198,0,"xiong1 bu4","poitrine; sein"
"胸針",39009,0,"xiong1 zhen1","broche (bijou); fibule"
"胸骨",39010,0,"xiong1 gu3",sternum
"胹",6568,0,er2,"trop cuit; doux"
"胺",3053,0,an4,"amine (chimie)"
"胺基酸",54001,0,"an4 ji1 suan1","acide aminé"
"胺碘酮",55522,0,"an4 dian3 tong2",amiodarone
"胻",6569,0,heng2,"mollet (bas de la jambe); (arch.) ventre"
"能",78,0,neng2,"capacité; énergie; pouvoir (faire qch); être capable de"
"能不能",44607,0,"neng2 bu4 neng2","Est-il possible ?; Peut-on le faire ?"
"能人",9096,0,"neng2 ren2","homo habilis"
"能伸能屈",60335,0,"neng2 shen1 neng2 qu1","peut s'incliner et soumettre ou peut se tenir droit (proverbes du Yi Jing); prêt à donner et prendre; flexible"
"能做到",45068,0,"neng2 zuo4 dao4","réalisable; faisable"
"能力",11658,0,"neng2 li4","capacité; faculté"
"能力建设",56781,0,"neng2 li4 jian4 she4","renforcement des capacités; renforcement des institutions (parfois)"
"能動",11659,0,"neng2 dong4",dynamique
"能動性",45951,0,"neng2 dong4 xing4","initiative; rôle actif"
"能否",11660,0,"neng2 fou3","est-il possible de ?; peut-on ?"
"能夠",16500,0,"neng2 gou4","pouvoir; être capable de"
"能屈能伸",60336,0,"neng2 qu1 neng2 shen1","peut s'incliner et soumettre ou peut se tenir droit (proverbes du Yi Jing); prêt à donner et prendre; flexible"
"能幹",16501,0,"neng2 gan4","capable; compétent"
"能手",11661,0,"neng2 shou3","expert; connaisseur"
"能效",16502,0,"neng2 xiao4","rendement énergétique; utilisation rationnelle de l'énergie"
"能源",16503,0,"neng2 yuan2","source d'énergie"
"能源安全",57656,0,"neng2 yuan2 an1 quan2","sécurité énergétique"
"能源消費",58599,0,"neng2 yuan2 xiao1 fei4","Consommation d'énergie"
"能源网",55100,0,"neng2 yuan2 wang3","réseau dans le domaine de l'énergie"
"能源需求",57657,0,"neng2 yuan2 xu1 qiu2","besoins énergétiques"
"能級",11662,0,"neng2 ji2","niveau d'énergie"
"能者多勞",57658,0,"neng2 zhe3 duo1 lao2","(expr. idiom.) les hommes capables en font plus"
"能耐",22672,0,"neng2 nai4","capacité; industrie; savoir-faire; entregent"
"能見度",45952,0,"neng2 jian4 du4","Visibilité"
"能說會道",55620,0,"neng2 shuo1 hui4 dao4","(expr. idiom.) avoir un don d'éloquence"
"能量",11663,0,"neng2 liang4","énergie"
"能量守恆定律",63609,0,"neng2 liang4 shou3 heng2 ding4 lu:4","Conservation de l'énergie"
"胾",6570,0,zi4,"couper la viande en morceaux; viande coupée en dés"
"脂",3054,0,zhi1,graisse
"脂粉",41455,0,"zhi1 fen3","cosmétique; fard; poudre parfumée"
"脂粉氣",54002,0,"zhi1 fen3 qi4","qualité féminine; efféminé"
"脂肪",42520,0,"zhi1 fang2","matière grasse; lipides"
"脂肪團",54898,0,"zhi1 fang2 tuan2",cellulite
"脂肪瘤",55215,0,"zhi1 fang2 liu2",lipome
"脂肪肝",55216,0,"zhi1 fang2 gan1","stéatose hépatique"
"脂肪酸",55101,0,"zhi1 fang2 suan1","acide gras"
"脂膏",42521,0,"zhi1 gao1","gros; gras; riche; fortune; fruit de son travail"
"脂蛋白",54003,0,"zhi1 dan4 bai2","lipoprotéine"
"脂質",39011,0,"zhi1 zhi4",Lipide
"脂質體",53108,0,"zhi1 zhi4 ti3",Liposome
"脅",3055,0,xie2,"flanc; menacer; forcer"
"脅迫",41456,0,"xie2 po4","forcer; contraindre"
"脆",1576,0,cui4,"fragile; cassant; croquant; croustillant; sonore; éclatant"
"脆弱",39012,0,"cui4 ruo4","fragile; faible"
"脆弱性",53109,0,"cui4 ruo4 xing4","vulnérabilité"
"脈",3056,0,mo4,(affectueusement)
"脈動",35030,0,"mai4 dong4","battement; pulsation"
"脈搏",42522,0,"mai4 bo2",pouls
"脈管",35031,0,"mai4 guan3","Vaisseau sanguin"
"脈絡",39013,0,"mai4 luo4","suite de pensées; fil d'idées"
"脈脈",42523,0,"mo4 mo4",affectueusement
"脈衝",41457,0,"mai4 chong1",impulsion
"脊",3057,0,ji3,"colonne vertébrale; faîte; crête"
"脊柱",42524,0,"ji3 zhu4","colonne vertébrale"
"脊柱側凸",62558,0,"ji3 zhu4 ce4 tu1",scoliose
"脊柱側彎",62512,0,"ji3 zhui1 ce4 wan1",scoliose
"脊柱側彎",62512,1,"ji3 zhu4 ce4 wan1",scoliose
"脊梁",41458,0,"ji3 liang5","échine; dos; colonne vertébrale"
"脊梁骨",54899,0,"ji3 liang5 gu3","colonne vertébrale"
"脊椎",42525,0,"ji3 zhui1","colonne vertébrale"
"脊椎動物",61943,0,"ji3 zhui1 dong4 wu4","vertébrés"
"脊椎骨",55102,0,"ji3 zhui1 gu3","Colonne vertébrale"
"脊灰",41459,0,"ji3 hui1","poliomélite"
"脊索",41460,0,"ji3 suo3","chorde (tige du squelette interne dans les poissons primitifs)"
"脊索動物",61528,0,"ji3 suo3 dong4 wu4","chordés"
"脊骨",41461,0,"ji3 gu3","vertèbre"
"脊骨神經醫學",63643,0,"ji3 gu3 shen2 jing1 yi1 xue2",chiropractie
"脊髓",42526,0,"ji3 sui3","moelle épinière"
"脊髓灰質炎",63425,0,"ji3 sui3 hui1 zhi4 yan2","poliomyélite"
"脒",6571,0,mi3,amidine
"脖",3058,0,bo2,"cou; nuque; nombril"
"脖子",29199,0,"bo2 zi5",cou
"脖頸",42527,0,"bo2 jing3",cou
"脗",6572,0,wen3,"embrasser; bouche; museau; baiser; bisou"
"脘",6573,0,guan3,oesophage
"脛骨",43889,0,"jing4 gu3",tibia
"脝",6574,0,heng1,"gonflé; ballonné"
"脞",6575,0,cuo3,"menu; insignifiant; futile"
"脢",6576,0,mei2,"viande à l'arrière d'un animal"
"脣",6577,0,chun2,"lèvre"
"脣",6577,1,chun2,"lèvre"
"脤",6578,0,shen4,"viande de sacrifice (crue)"
"脧",6579,0,juan1,"plumer; extorquer; réduire"
"脩",6580,0,xiu1,"cultiver; réparer; paye d'un professeur"
"脫",1577,0,tuo1,"enlever; ôter; se débarrasser de"
"脫下",22673,0,"tuo1 xia4","enlever (vêtements); ôter"
"脫俗",39014,0,"tuo1 su2","au-dessus du vulgaire; distingué; relevé; supérieur; raffiné"
"脫光",29200,0,"tuo1 guang1","se déshabiller"
"脫光衣服",61003,0,"tuo1 guang1 yi1 fu5","se déshabiller; se dévêtir complètement"
"脫出",22674,0,"tuo1 chu1","rompre; dégager; s'échapper; quitter les limites de"
"脫去",22675,0,"tuo1 qu4","décoller; se retirer"
"脫口",29201,0,"tuo1 kou3","laisser échapper"
"脫口秀",53110,0,"tuo1 kou3 xiu4","débat télévisé; Talk show"
"脫口而出",57659,0,"tuo1 kou3 er2 chu1","parler sans réflexion; laisser s'échapper un mot"
"脫咖啡因",61529,0,"tuo1 ka1 fei1 yin1","décaféiné; déca"
"脫單",29202,0,"tuo1 dan1","se trouver un partenaire"
"脫手",29203,0,"tuo1 shou3","échapper des mains; vendre; écouler; aliéner"
"脫掉",29204,0,"tuo1 diao4","ôter"
"脫機",22676,0,"tuo1 ji1","hors ligne"
"脫毛",35032,0,"tuo1 mao2","épilation"
"脫氧",41462,0,"tuo1 yang3","désoxygéner"
"脫氧核糖核酸",63703,0,"tuo1 yang3 he2 tang2 he2 suan1","Acide désoxyribonucléique"
"脫氫",41463,0,"tuo1 qing1","Déshydrogénation"
"脫氫酶",55500,0,"tuo1 qing1 mei2","Déshydrogénase"
"脫水",29205,0,"tuo1 shui3","déshydratation"
"脫水機",48814,0,"tuo1 shui3 ji1","dispositif pour l'extraction de l'eau; séchoir"
"脫產",35033,0,"tuo1 chan3","prendre un congé; aliéner des biens; transférer des actifs"
"脫硫",41464,0,"tuo1 liu2","élimination de SO2; désulfuration"
"脫碳",41465,0,"tuo1 tan4","décarbonisation"
"脫穎而出",60337,0,"tuo1 ying3 er2 chu1","révéler son talent; s'élever au-dessus des autres; se distinguer"
"脫節",35034,0,"tuo1 jie2","se détacher; se disloquer"
"脫粒",41466,0,"tuo1 li4","dégranulation"
"脫粒機",53111,0,"tuo1 li4 ji1",batteuse
"脫胎",39015,0,"tuo1 tai1","tirer son origine de; sans corps"
"脫胎換骨",61944,0,"tuo1 tai1 huan4 gu3","renaître"
"脫脂",41467,0,"tuo1 zhi1","enlever la graisse; écrémer; écrémé"
"脫脂奶",54900,0,"tuo1 zhi1 nai3","lait écrémé"
"脫脂棉",55103,0,"tuo1 zhi1 mian2","coton absorbant; ouate hydrophile"
"脫脫",39016,0,"Tuo1 tuo1","Toktoghan Tuoketuo"
"脫臼",41468,0,"tuo1 jiu4",Luxation
"脫色",29206,0,"tuo1 se4","perdre la couleur; pâlir; s'estomper"
"脫色劑",54004,0,"tuo1 se4 ji4","agent blanchissant; décolorant"
"脫落",35035,0,"tuo1 luo4","tomber; se détacher; se dépouiller"
"脫衣服",53112,0,"tuo1 yi1 fu2","déshabillage; se déshabiller; se dévêtir; retirer ses habits"
"脫衣舞",54005,0,"tuo1 yi1 wu3","striptease; strip-tease"
"脫貧致富",62339,0,"tuo1 pin2 zhi4 fu4","(expr. idiom.) sortir de la pauvreté et devenir prospère"
"脫身",29207,0,"tuo1 shen1","se dégager; s'esquiver; s'échapper"
"脫軌",39017,0,"tuo1 gui3","déraillement; dérailler"
"脫逃",39018,0,"tuo1 tao2","évader"
"脫銷",39019,0,"tuo1 xiao1","vendre tout son stock de marchandises; le stock est épuisé"
"脫開",29208,0,"tuo1 kai1",retirer
"脫險",35036,0,"tuo1 xian3","être hors de danger"
"脫離",35037,0,"tuo1 li2","se séparer"
"脫髮",39020,0,"tuo1 fa4","calvitie; perdre des cheveux ou des plumes; muer; épilation"
"脫黨",29209,0,"tuo1 dang3","se détacher du parti; quitter le parti; renier un parti; abandonner un parti"
"脬",6581,0,pao1,vessie
"脯",6582,0,fu3,"viande séchée"
"脯",6582,1,pu2,"fruit confit; tranche de viande séchée"
"脰",6583,0,dou4,"cou: gorge"
"脲",6584,0,niao4,"Urée"
"脷",6585,0,li4,"langue (de bovin) (cant.)"
"脹",3059,0,zhang4,"se dilater; se gonfler"
"脹大",29210,0,"zhang4 da4","foisonnement; foisonner"
"脾",3060,0,pi2,rate
"脾氣",35038,0,"pi2 qi5","humeur; tempérament; caractère; mauvaise humeur"
"脾臟",42528,0,"pi2 zang4",Rate
"脾虛",41469,0,"pi2 xu1","épuisement du spleen (médecine chinoise)"
"腆",6586,0,tian3,bomber
"腈",6587,0,jing1,nitrile
"腊",6588,0,xi1,"viande séchée"
"腋",6589,0,ye4,aisselle
"腋下",42864,0,"ye4 xia4",aisselles
"腋毛",43479,0,"ye4 mao2","poils des aisselles"
"腋窩",43890,0,"ye4 wo1",aisselle
"腋臭",43891,0,"ye4 chou4","Odeur corporelle"
"腌製",43480,0,"yan1 zhi4",saler
"腍",6590,0,ren3,"être rassasié; cuisiné; bon goût"
"腎",3061,0,shen4,"reins; testicules"
"腎上腺",54006,0,"shen4 shang4 xian4","glande surrénale"
"腎上腺素",61945,0,"shen4 shang4 xian4 su4","adrénaline"
"腎功能",50402,0,"shen4 gong1 neng2","fonction rénale"
"腎小球",50403,0,"shen4 xiao3 qiu2","néphron"
"腎炎",41470,0,"shen4 yan2","néphrite"
"腎病",39021,0,"shen4 bing4","maladie rénale"
"腎積水",54007,0,"shen4 ji1 shui3","Hydronéphrose"
"腎結石",53113,0,"shen4 jie2 shi2","calcul rénal"
"腎臟",42529,0,"shen4 zang4",rein
"腎衰竭",55217,0,"shen4 shuai1 jie2","Insuffisance rénale aiguë"
"腐",3062,0,fu3,"pourrir; fermenter; se décomposer"
"腐乳",42530,0,"fu3 ru3","fromage de soja fermenté; tofu mariné"
"腐刑",42531,0,"fu3 xing2",castration
"腐化",35039,0,"fu3 hua4","dissolution; pervertissement; pourri; pourrissement; pourriture; fange; érosion"
"腐壞",39022,0,"fu3 huai4",corruption
"腐敗",39023,0,"fu3 bai4","corruption; corrompre; pourrir; putréfié; corrompu"
"腐朽",42532,0,"fu3 xiu3",pourriture
"腐殖質",54901,0,"fu3 zhi2 zhi4",humus
"腐爛",39024,0,"fu3 lan4","pourrir; décomposition; corruption"
"腐竹",35040,0,"fu3 zhu2","rouleau de bandes de tofu séché"
"腐肉",39025,0,"fu3 rou4",charogne
"腐臭",41471,0,"fu3 chou4","pourrie (odeur); puant; putride"
"腐舊",39026,0,"fu3 jiu4","dépassé; décadent"
"腐蝕",42533,0,"fu3 shi2","corroder; corrompre; corrosion"
"腑",6591,0,fu3,entrailles
"腓",6592,0,fei2,mollet
"腓力",43127,0,"Fei2 li4","Philippe; Filipe"
"腓尼基",55298,0,"fei2 ni2 ji1","Phénicie"
"腓尼基人",62452,0,"fei2 ni2 ji1 ren2","Phénicie"
"腓骨",43892,0,"fei2 gu3","péroné"
"腔",3063,0,qiang1,"cavité; ton; accent"
"腔調",39027,0,"qiang1 diao4","air; ton"
"腕",3064,0,wan4,poignet
"腕子",29211,0,"wan4 zi5",poignet
"腕管綜合症",63388,0,"wan4 guan3 zong1 he2 zheng4","syndrome du canal carpien"
"腕骨",41472,0,"wan4 gu3","carpe (anatomie)"
"腕龍屬",53114,0,"wan4 long2 shu3","brachiosaurus; brachiosaure"
"腙",6593,0,zong1,hydrazone
"腚",6594,0,ding4,"les fesses; le derrière"
"腠",6595,0,cou4,"stries du muscle; peau"
"腥",3065,0,xing1,"sentir le poisson; viande et poisson crus; odeur de poisson"
"腥風血雨",61530,0,"xing1 feng1 xue4 yu3","littéralement : vent puant le carnage (la viande crue) et pluie de sang; figuré : règne de la terreur; carnage; massacre"
"腦",365,0,nao3,"cerveau; cervelle"
"腦下垂體",59518,0,"nao3 xia4 chui2 ti3",hypophyse
"腦中風",45953,0,"nao3 zhong4 feng1","Accident vasculaire cérébral"
"腦充血",50404,0,"nao3 chong1 xue4","hémorragie cérébrale; accident vasculaire cérébral"
"腦出血",47301,0,"nao3 chu1 xue4","acident vasculaire cérébral"
"腦力",16504,0,"nao3 li4",mental
"腦力勞動",59519,0,"nao3 li4 lao2 dong4","travail intellectuel"
"腦卒中",48815,0,"nao3 cu4 zhong4","Accident vasculaire cérébral"
"腦垂體",51862,0,"nao3 chui2 ti3",Hypophyse
"腦子",11664,0,"nao3 zi5","cerveau; tête"
"腦子有泡",57660,0,"nao3 zi5 you3 pao4","sans cervelle; stupide; attardé"
"腦幹",22677,0,"nao3 gan4","tronc cérébral"
"腦後",11665,0,"nao3 hou4","arrière de la tête; (fig.) arrière pensée"
"腦死亡",50405,0,"nao3 si3 wang2","mort cérébrale"
"腦殘粉",53115,0,"nao3 can2 fen3","fanboy; fangirl"
"腦殻",43128,0,"nao3 ke2","crâne"
"腦水腫",51863,0,"nao3 shui3 zhong3","oedème cérébral"
"腦汁",35041,0,"nao3 zhi1",cerveau
"腦波",22678,0,"nao3 bo1","Électro-encéphalographie"
"腦海",16505,0,"nao3 hai3","l'esprit; le cerveau"
"腦液",29212,0,"nao3 ye4","fluide cérébral"
"腦溢血",53116,0,"nao3 yi4 xue4","Accident vasculaire cérébral"
"腦滿腸肥",61531,0,"nao3 man3 chang2 fei2","richard qui se fait du lard et ne se fatigue pas les méninges; avoir l'esprit obtus et le ventre plein; être un jouisseur"
"腦漿",35042,0,"nao3 jiang1",cerveaux
"腦炎",29213,0,"nao3 yan2","encéphalite"
"腦瓜",29214,0,"nao3 gua1","crâne; cerveau; tête; esprit; mentalité; idées"
"腦病",22679,0,"nao3 bing4","maladies du cerveau; encéphalopathie"
"腦瘤",35043,0,"nao3 liu2","Tumeur du cerveau"
"腦癌",35044,0,"nao3 ai2","tumeur du cerveau; tumeur au cerveau"
"腦癱",35045,0,"nao3 tan1","Infirmité motrice cérébrale"
"腦神經",47302,0,"nao3 shen2 jing1","nerf crânien"
"腦積水",50406,0,"nao3 ji1 shui3","Hydrocéphalie"
"腦筋",29215,0,"nao3 jin1","cerveau; esprit"
"腦細胞",51864,0,"nao3 xi4 bao1","cellule du cerveau"
"腦脊液",54008,0,"nao3 ji3 ye4","liquide cérébro-spinal"
"腦腫瘤",54579,0,"nao3 zhong3 liu2","Tumeur du cerveau"
"腦膜",35046,0,"nao3 mo2","méninges; membranes qui enveloppent le cerveau"
"腦膜炎",54009,0,"nao3 mo2 yan2","méningite"
"腦葉",22680,0,"nao3 ye4","lobe cérébral"
"腦血管疾病",63290,0,"nao3 xue4 guan3 ji2 bing4","maladie cérébro-vasculaire"
"腦袋",29216,0,"nao3 dai4","tête; cerveau"
"腦門",16506,0,"nao3 men2",front
"腦門子",45954,0,"nao3 men2 zi5","front (dialecte)"
"腦際",22681,0,"nao3 ji4","l'esprit; la mémoire"
"腦電圖",45955,0,"nao3 dian4 tu2","électro-encéphalographie"
"腦震盪",54010,0,"nao3 zhen4 dang4","Traumatisme crânien"
"腦髓",35047,0,"nao3 sui3","les tissus du cerveau; la matière grise; cerveau; médulle"
"腧",6596,0,shu4,"point d'insertion dans l'acuponcture; acupoint"
"腩",6597,0,nan3,"abdomen; poitrine; ventre de boeuf"
"腫",3066,0,zhong3,"enfler; gonfler"
"腫塊",39028,0,"zhong3 kuai4","gonflement; croissance; tumeur; grosseur"
"腫毒",39029,0,"zhong3 du2","abcès"
"腫瘤",42534,0,"zhong3 liu2",tumeur
"腫麼",29217,0,"zhong3 me5","comment (argot internet)"
"腮幫子",54902,0,"sai1 bang1 zi5",joue
"腮紅",43481,0,"sai1 hong2","fard à joues"
"腮腺炎",55501,0,"sai1 xian4 yan2","parotidite; oreillons"
"腯",6598,0,tu2,"gras (de cochon)"
"腰",1578,0,yao1,"reins; taille; milieu"
"腰包",35048,0,"yao1 bao1","bourse; poche"
"腰子",22682,0,"yao1 zi5","rein; rognon"
"腰帶",29218,0,"yao1 dai4",ceinture
"腰果",22683,0,"yao1 guo3","noix de cajou"
"腰椎",41473,0,"yao1 zhui1","Vertèbre lombale"
"腰椎間盤",62172,0,"yao1 zhui1 jian1 pan2","disque intervertébral"
"腰椎間盤突出",63668,0,"yao1 zhui1 jian1 pan2 tu1 chu1","hernie discale; hernie vertébrale"
"腰肢",41474,0,"yao1 zhi1","(tour de) taille"
"腰部",29219,0,"yao1 bu4","lombes; rein; ceinture"
"腰骨",39030,0,"yao1 gu3","vertèbre lombaire"
